10000000 10000
750748 5035876 147442
3344906 6892107 493796
2483375 9705270 69810
824856 7120184 197873
2151246 5670497 402030
4033642 9379549 491982
3091389 8453386 55300
2552127 5432807 480856
808252 6144765 248246
4628569 5551315 280209
1704254 5267310 135302
1002669 5835079 128065
2694298 9936994 32831
210076 9017233 94868
4180412 9172653 175758
772076 9575814 473743
1013961 7520256 108713
1271397 7982853 468439
2380086 5578524 221845
4649870 5851343 202419
4290955 9411366 371480
3719320 6726455 129193
3652313 5863302 445859
1796873 7309927 82294
2875019 5390582 345080
4078192 8289201 278109
1817315 5440115 85444
3342633 9931563 385949
2684238 6390075 206804
4520712 6784531 170115
1899932 6790405 363213
3147240 7705393 348335
847746 9861853 56633
95806 5082686 106138
3704954 6926410 370386
1140706 5943105 203323
4925866 9402877 24629
2412090 8984739 331722
3122841 9575065 388240
2881198 9599863 487901
4458091 8387875 200911
1506261 7062447 346039
3920349 6800988 403802
3176142 9892543 398120
9726 9343132 236650
4178077 8432093 478713
1553516 8986869 82410
1394575 7629236 273542
1243707 6108649 451907
3397630 8880481 334512
4617492 9434692 278510
1585716 9199901 154051
4232390 6227418 204012
1829955 8508852 307453
2183613 8813388 107061
4897748 8670670 11632
3812128 7061889 363947
2821570 7748489 81076
2007443 9429885 80060
3526475 5996384 66731
791893 7218635 34395
212702 9982547 288597
3963580 9003541 214978
4302934 9038806 36836
1402950 6906225 492358
4447087 5608889 117441
252345 8711977 106988
1717440 6101268 72803
3067418 8169620 470852
3899716 7149791 497905
362532 8999048 310877
4161984 5959556 397935
2894 6931118 186812
2209745 5949210 127562
718542 8009671 136095
4490029 5260176 187472
4826142 7864493 33949
2909228 6789560 321013
4243451 9465248 17775
1222098 9871998 482684
454743 5441826 396865
3788986 6060978 98706
148355 6982651 344848
3399139 9917364 412823
4781955 6417887 491398
4227695 7441975 254580
1231439 7574551 258358
2653337 6685457 130555
1156920 7600423 450737
1733371 6628830 498735
174516 8483787 376116
2992354 5277996 293440
2222341 6218439 120041
173577 9184431 432917
4141880 9080302 396077
4491321 9349045 171422
477698 8247115 145076
4797737 7549207 413608
4145064 8665757 256028
991900 6049133 287030
2667835 8444690 474969
899414 6895855 375761
1050651 9559587 416809
4010788 7806028 423800
1913409 9970058 171194
1078681 7966896 268215
3589262 7036475 334897
1800566 5353718 309317
2863957 8186112 155092
3413525 5790781 470579
1880356 6846585 73720
2463264 5865313 290621
4329466 5148055 294622
543141 9287764 80936
4199744 5767247 454805
4382664 6854223 356539
2435935 5849762 393891
169064 9253339 395512
465033 9632052 479778
993541 5441452 8741
925165 8048020 220453
4322022 7280907 462841
2419971 6118183 475656
920536 5013900 440713
2876283 5027292 488248
1386835 5443588 137934
4107533 5889754 94763
240509 7663947 121577
654931 9913750 394271
249848 5477877 242233
1089155 6766963 116831
662179 9450441 194303
1125993 7108708 56238
2568633 8564846 462357
628025 9008884 192046
155651 9087305 272612
2694176 7836643 257124
369018 5671692 326538
4968153 6429827 429292
1508949 9602542 192564
4099393 7618818 446923
3589796 5846792 119937
910051 6911820 357122
315878 5264602 38292
3157185 7020021 52790
2497356 5547876 222687
2190920 5826186 49467
142349 8179563 436892
228533 5220302 232287
4543098 8490684 81494
4648170 5671213 39607
4099652 9031643 138392
879517 9661044 438084
2485263 5177197 126655
1901690 6108318 2962
4301275 6948603 323536
4138066 6015990 306085
2055113 6065772 186571
1853430 9830695 191032
1426511 7443860 345040
700950 9886784 440132
4505385 7118510 118656
2821638 9935159 435503
4960130 8095907 64907
3291647 7018550 65696
530556 9139960 126889
4607227 9622857 314921
3479756 8334712 33697
4013831 5282981 79286
58559 8993163 119950
3712044 7056300 318540
1198646 8255539 453896
4307899 5069982 271806
4684516 9763445 135658
3093877 7101861 71784
3907599 8452707 367919
1067655 5008486 408070
1007802 9723582 193378
3879125 7051897 166685
2150239 7159043 350501
2051298 5433680 293879
2015409 5042486 57147
3524587 5468496 102127
2567169 9266649 234433
3821091 9942260 466313
4171587 7255456 467564
1795478 8465724 174703
3599893 8494645 55491
4471527 5297600 372716
145078 5050821 411130
4792879 6306208 254127
1440923 6943052 374112
4033382 5620596 444958
834439 8827168 167946
1942316 6495412 290282
3241059 7302264 234212
165146 5013747 299467
1790122 5145193 221721
4036891 5618477 238101
1904361 6885141 131993
3853331 9116732 386509
3768756 7749768 327183
2273985 8834498 431214
4634629 6134786 119629
3146146 8241089 250312
3647394 6602592 333242
2322901 6622545 479719
3382536 8128633 466648
2716264 8390295 82858
3347707 9033214 339742
572772 6131752 357752
3612267 8543315 280578
4814018 8510803 464837
1637016 7497381 374673
1843978 7141480 199399
3249833 5972004 336811
2380891 9440830 63761
450509 5203519 342861
502931 5169549 414492
109108 8127095 38701
3199830 7001446 32617
2572648 7035946 297158
2081269 5445265 499437
4084556 5975855 73957
122719 7934429 155049
1693278 5293861 275459
3072883 8449015 456907
4534324 9756483 281976
3894742 8487047 133003
243918 7996509 360849
1752024 7189932 163727
3918534 7687068 147257
3086879 9406677 87556
4773478 9849248 222010
1443092 9384656 476077
4258798 9078806 304591
2743312 7408406 360455
4648810 7141222 20124
1429823 8638299 271035
4490044 7979159 211292
3613632 6427380 387900
3851675 6943423 425694
4088433 9324835 294950
2942491 9112472 418336
392048 5323204 332741
3143420 9666085 120933
3368451 6212162 388762
1912231 5965558 365540
4151009 8029567 210167
3347961 7623463 158733
265773 9557149 435444
3730403 9276604 187067
2825595 9285077 172536
1711849 5671735 304667
2384643 9427655 266734
1157775 5672761 414731
2830877 9392809 146786
1864827 9524441 271446
3856214 9997260 437357
2698527 9259584 218579
427790 9620704 238204
656565 8128241 81821
3021291 9905427 431475
530192 8595657 100621
466310 6138010 51064
869279 6464751 280091
1914275 9466596 371813
4629086 6653739 253371
281890 9365066 396917
592135 6892386 450526
2478768 8034703 427648
1901208 9855035 292454
2874155 6003881 159995
1842343 5817950 486287
1487800 7268021 57093
3650909 8634701 71370
447817 8958223 131893
3881961 8647891 91652
2405073 8159977 256133
4720232 7071309 347030
603090 9433955 363863
377939 7300596 41465
510240 8148471 499859
2409933 8652161 379320
1051377 6610937 109429
2445894 8016072 295684
869718 8539597 154029
4260431 9608550 15710
4166972 6473027 487781
1248937 7008217 342479
2315664 6452543 83087
3799250 8046444 240159
3394143 5703271 337817
1296363 8825855 322249
2143826 5591981 250684
4314867 8604440 156001
2267110 9437816 254276
1620077 5412177 237245
906409 6431496 319442
642175 7684926 93308
1055091 7978952 368592
1271559 5789487 179243
2052772 6073530 11953
2380360 8128160 452324
4674373 8466851 194784
2172394 9201335 102972
4140213 8102252 285807
1772187 5079086 420972
3489705 7326495 240528
4814955 8706826 474712
1835248 5559209 121380
2638103 5813347 478702
3895624 5107606 246190
4970088 7188289 334428
4499815 5998888 450677
4519840 5317121 112656
3856789 8859133 94844
3960139 8393466 424431
1608105 9767279 221831
2223097 7920369 105129
4849305 8901783 456812
1142388 7715009 493275
1669022 9435228 234442
3993271 8972483 441642
578020 9366858 10016
1259452 8866661 83553
3475721 8678982 361767
1853082 6115141 256160
174363 5021339 218628
4496028 8888801 37196
2995938 9363913 37232
1830718 7023690 47966
677280 9977405 92594
3975732 7883307 114703
2371989 5714791 432971
1815095 7422530 136448
4483115 9314252 416489
65264 5159269 358354
4787172 5144466 421698
2191619 7758968 480882
2354156 6400736 53521
4667470 6659686 349775
3735581 8836942 56786
2310625 5178933 77464
50273 6588420 427383
3626243 6530347 286595
816128 7034876 83574
2894087 9358456 435247
890434 9025038 128521
2208068 8174183 3015
1751032 6670138 140440
2911416 5248792 366489
513486 5000913 276950
2848552 7343341 251686
1371644 9810670 183515
4569916 6145535 164063
1720187 5068405 497548
4100403 5063102 72817
3144395 9095146 25328
3396273 5209484 222679
1412095 6084527 474005
1033974 6994876 443317
3744201 9786674 220059
3960519 5036428 9517
25733 7216917 422808
769627 5186034 134486
2507713 8896674 55689
4486866 7591580 95655
1615927 7119250 157201
3603910 9286597 146845
1612288 7912435 229497
2544703 9762151 139561
1343405 7827647 243478
3314397 8073731 131571
3881107 6648101 74892
4655665 6061695 202943
4918904 7103066 37519
1293040 5830030 197657
3148197 7852734 356242
4227949 6276579 415810
1689557 7981911 470199
4635516 5149613 362456
3667328 6792057 120219
2981881 9217877 69754
2014201 6980253 472860
1998802 6299960 325979
646950 9624578 391551
15243 5620830 218026
1424957 5622227 214232
3765789 8385062 384709
486996 7977062 407858
725093 8861032 257874
2047151 5057633 48211
1695881 5681917 278212
4729500 9088721 481392
4218566 6008767 326326
2015294 9245051 495038
3254920 6691550 432812
492516 9384375 369640
3716420 7036588 163589
4110343 5334495 140405
518263 6419122 66696
378631 7629853 66608
981245 5697205 403900
3949960 9425832 446361
534181 7492605 476690
1487182 7223865 96718
2556212 8708541 279057
4036009 9004994 393393
1110652 6825797 369131
4779028 9081916 193030
262848 5870269 120980
1828970 7599429 411588
479808 8729319 172878
1172028 7868664 137741
2076135 5352678 203480
1438517 7108774 45084
2916157 5414143 185159
3311512 6516900 160593
847826 6992092 323224
783049 7198609 141569
1637958 7599226 226921
45857 7480197 376906
4883426 5149015 410621
52808 9550363 66872
846945 7836802 458116
1601813 8934064 281353
3504808 6690271 31204
3620710 7347355 172096
1394118 6281100 201565
395385 5027763 82436
2429689 8304172 337221
2310966 5783648 426896
104399 6849546 298751
858931 6182426 309828
1601192 6341089 357271
2524123 5285766 499032
4132658 6922864 84983
219275 9500694 301939
3681109 5395755 324920
2876304 8238761 488825
4893937 6281005 234085
1576775 5178688 306637
1851179 9489347 31633
28508 8607107 311946
3261724 7250673 275381
1398121 6441731 10313
2548463 7208709 408190
2343646 6349210 333905
1141621 9481437 477109
2440334 7395680 125100
4411964 7333172 440436
1713721 7020826 373636
3463546 8971092 267433
738925 6015956 143764
2104787 5510291 444131
1612325 8059978 9378
497096 8890660 204194
1025905 5942748 92132
2543703 8656105 399332
4568345 8951906 152666
2493091 6034137 288565
325692 5784161 43608
4836894 6992153 451221
4775392 5098306 326559
1926042 8698150 33871
4045761 9456119 41807
3689579 8472036 73735
3691776 8723077 454157
3531664 5963193 349997
1925062 7673672 497816
2536065 5657861 151393
3350537 6925308 64420
2924318 9878434 119890
4617851 6817111 164227
4577562 6684336 336198
4960840 9166462 361127
1597660 8626535 473081
693506 7982247 331789
1050045 8265903 263514
477328 8805540 331000
839239 9960432 304370
4039300 9458626 66991
278964 6362850 172426
2441002 9626331 182907
2424901 5967698 427185
3267124 9911325 299275
2032677 5927897 167634
2084129 7321883 477133
3998668 8047234 336073
2967212 6836577 147580
66816 5907352 332384
1340981 5904380 2120
4051113 8293728 107616
467562 6051853 273281
646559 7999919 335167
471714 7711343 109021
2196837 5081957 387075
3556462 6642752 10159
3492404 6767292 475511
682515 7154002 81621
145994 7514354 132962
1797945 7948700 484536
28899 7647559 265080
673777 5522597 73453
1957708 9994175 460670
1151084 9128589 258020
2489016 7740225 359133
3083210 8351586 491765
2073803 8138214 284774
1128387 6838831 76882
580988 6485472 491030
1402536 8732080 115276
723582 8048017 50313
2910646 5376533 116051
3900200 6280290 171782
721912 8048384 152611
2063538 5055695 278221
4467763 5592686 246220
4198723 5157734 219060
272347 9586680 487028
3638264 6552374 20262
4578690 7889547 11917
4684368 8837353 55974
2982804 5584404 26981
1932837 8169853 444042
2043070 5121540 304795
2974503 7505386 499216
780502 9475541 131110
4363195 9660641 376713
2719924 8960449 248190
2536878 8337060 15795
1309938 7536729 327180
643373 5295353 124161
3583010 6268061 488369
2232360 7113837 172552
1733538 5721682 129105
92233 5863777 175478
390038 5087789 232876
832499 8156272 333700
1300350 7691289 264209
276983 9533768 255880
1125993 7531303 213943
2079000 5369620 43582
3506688 8388139 56618
2022566 9358623 301319
2427487 8635110 241077
4737411 7790962 183061
3241470 6339828 280952
313806 6467430 387242
2486630 8192210 459411
4213018 5859124 229878
2358956 6310799 38867
635736 6484893 420932
1815983 7326693 85459
1442289 8338583 257761
4603027 8605015 87695
2309666 7346316 126463
3658677 9618385 50402
3624227 7253766 269907
2755674 7707807 443063
2498728 9464567 243178
1087056 6857797 419226
3329093 6610713 337543
444023 6120453 175854
4541829 9391273 40437
3796157 8300247 493117
1857404 9994802 392030
1052410 7656493 413227
2335648 7725860 110630
130037 7328900 203895
4319606 8944508 146375
3069567 5168722 138967
1665514 8238891 182955
4056560 6131227 2582
1312318 5527559 12192
496950 8290751 421805
2544459 6530996 64631
4344765 7646209 208146
30321 5901323 461058
2694297 6919203 380790
3453989 6062389 460850
1576007 5678422 207771
826709 7796224 424579
1592241 7002506 60839
1521017 6719378 321936
202607 9478588 11211
4486481 8824606 424414
2614285 9091760 173280
1472110 8227433 28651
1260362 6611072 95377
4742142 7318207 438070
2157129 9375032 131659
1284792 6361218 126996
1426878 9149210 404318
4112420 8251670 355712
3233790 8760323 390807
2369950 5992862 328332
3436613 7854103 237496
1146058 5112340 381638
832276 8176099 484695
2999837 8456099 601
3127941 9912030 414658
4496749 6390622 121776
1722537 9864311 385411
433201 5389482 346428
3601810 5307736 168940
341978 5031797 370374
4181925 8476505 101169
427386 8471661 385990
2126794 5311794 247844
655966 9354923 290682
1098404 9193594 140505
1102211 9640280 174578
4966101 9409348 87777
2674081 6590470 282185
2702279 9350679 63531
4532517 9344946 232950
774398 9466012 18479
2027034 8843515 151944
2833183 6675724 430646
1862483 6970096 437626
373881 5998877 368036
197029 8328849 389571
2840383 5803662 272927
1253560 5574815 308467
1244410 7954122 146247
3617785 9097496 86537
109477 8154558 271427
353860 7913077 105233
3810742 5008168 479999
2703679 7997837 224172
1207500 5718113 180114
3893132 6629627 140252
1757570 8716167 248999
60740 7698964 181133
4876442 8827252 410705
762391 6525857 189605
1951885 9525737 363925
1935511 7829786 330398
1837545 7063333 204723
3829502 9878757 361056
4572868 9742852 156937
2658037 7320909 95527
697468 5552868 160188
3744243 8480297 303606
4878729 5111722 469824
788777 9216833 419826
4523656 9476256 319164
4680811 5772313 352385
2657624 7091217 118301
2344249 8188201 203947
152101 6098902 472139
3494942 9371966 366297
4502783 8663861 352633
3334340 9853624 313575
852568 7851019 23662
846131 5426090 404786
4784192 5763618 187855
2194799 5743130 129198
149446 9000291 270541
3379650 6550088 335088
4783821 7697046 60494
4234438 7303386 81276
1932543 6211858 299639
1757946 9393928 412090
2525991 9167819 321796
1345255 8485466 90313
3578156 9950070 496061
3553834 6075948 87667
4903581 6425755 499084
804705 8527601 209905
1277598 7305039 360782
2883427 7500665 95664
377701 5398340 223452
3318884 9822062 451831
1258813 8673358 165373
3626242 7103110 364299
876065 7962644 288661
897626 5312751 152811
4796178 8629971 200309
1513748 5780450 145245
3473528 8743015 334000
4545563 7532709 477811
1236666 5919035 170460
4210331 5546926 3410
746135 9031891 227210
4585541 5861935 262830
4852720 7763869 404276
1053302 9092543 194142
4457483 5859949 384916
3065586 6182040 247356
1292029 5136989 98131
1998885 7241717 13205
4561349 5594733 180257
1019979 7442167 51297
1794887 8295265 401507
1440818 7031781 172032
1414514 7661621 135860
269058 8736427 499633
